machine_type	instance_count	slots	memory	data_size_MB	features	observations	k	gross_runtime
r4.2xlarge	12	96	732000	20300	10	100000000	7	148
r4.2xlarge	12	96	732000	20300	10	100000000	7	152
r4.2xlarge	12	96	732000	20300	10	100000000	9	150
r4.2xlarge	12	96	732000	20300	10	100000000	9	152
r4.2xlarge	12	96	732000	20300	10	100000000	9	154
r4.2xlarge	12	96	732000	21300	5	200000000	3	160
r4.2xlarge	12	96	732000	21300	5	200000000	3	162
r4.2xlarge	12	96	732000	21300	5	200000000	3	164
r4.2xlarge	12	96	732000	21300	5	200000000	5	180
r4.2xlarge	12	96	732000	21300	5	200000000	5	182
r4.2xlarge	12	96	732000	21300	5	200000000	5	184
r4.2xlarge	12	96	732000	21300	5	200000000	5	186
r4.2xlarge	12	96	732000	21300	5	200000000	7	188
r4.2xlarge	12	96	732000	21300	5	200000000	7	190
r4.2xlarge	12	96	732000	21300	5	200000000	7	194
r4.2xlarge	12	96	732000	21300	5	200000000	9	196
r4.2xlarge	12	96	732000	21300	5	200000000	9	198
r4.2xlarge	12	96	732000	21300	5	200000000	9	200
r4.2xlarge	12	96	732000	21300	5	200000000	9	202
r4.2xlarge	12	96	732000	30500	15	100000000	3	144
r4.2xlarge	12	96	732000	30500	15	100000000	3	146
r4.2xlarge	12	96	732000	30500	15	100000000	5	168
r4.2xlarge	12	96	732000	30500	15	100000000	5	170
r4.2xlarge	12	96	732000	30500	15	100000000	5	174
r4.2xlarge	12	96	732000	30500	15	100000000	7	172
r4.2xlarge	12	96	732000	30500	15	100000000	7	174
r4.2xlarge	12	96	732000	30500	15	100000000	7	178
r4.2xlarge	12	96	732000	30500	15	100000000	9	180
r4.2xlarge	12	96	732000	30500	15	100000000	9	182
r4.xlarge	12	48	366000	16000	5	150000000	3	228
r4.xlarge	12	48	366000	16000	5	150000000	3	230
r4.xlarge	12	48	366000	16000	5	150000000	3	232
r4.xlarge	12	48	366000	16000	5	150000000	3	234
r4.xlarge	12	48	366000	16000	5	150000000	3	236
